path,filename,split,source,label,label_name,spatial_logit,spatial_score,frequency_logit,frequency_score,fusion_logit,fusion_score,fixed_probability_average,fixed_logit_average_probability
data\train\FAKE\1000 (8).jpg,1000 (8).jpg,validation,FAKE,1,synthetic,0.41985058784484863,0.6034474968910217,-0.12855446338653564,0.46790561079978943,1.3784188032150269,0.7987368702888489,0.5356765538454056,0.5363478064537048
data\train\FAKE\1000 (9).jpg,1000 (9).jpg,validation,FAKE,1,synthetic,1.2491371631622314,0.7771504521369934,-0.05250239372253418,0.48687744140625,3.537048578262329,0.971723735332489,0.6320139467716217,0.6452713012695312
data\train\FAKE\1000.jpg,1000.jpg,validation,FAKE,1,synthetic,0.6605191230773926,0.6593769788742065,-0.04516950249671936,0.48870956897735596,2.7762439250946045,0.9413785338401794,0.5740432739257812,0.5763176083564758
data\test\REAL\0000 (10).jpg,0000 (10).jpg,test,REAL,0,real,1.0739184617996216,0.745341420173645,-0.062004685401916504,0.4845038056373596,-2.125471353530884,0.10664567351341248,0.6149226129055023,0.6238581538200378
data\test\REAL\0000 (2).jpg,0000 (2).jpg,test,REAL,0,real,0.6298009753227234,0.6524443626403809,-0.13679707050323486,0.4658539593219757,1.4053741693496704,0.803035318851471,0.5591491609811783,0.5613152980804443
data\test\REAL\0000 (3).jpg,0000 (3).jpg,test,REAL,0,real,0.49953001737594604,0.6223488450050354,-0.11653737723827362,0.4708985686302185,-1.5142260789871216,0.1803133338689804,0.546623706817627,0.5477283000946045
data\test\REAL\0000 (4).jpg,0000 (4).jpg,test,REAL,0,real,0.5316823720932007,0.6298754215240479,-0.08812642097473145,0.47798264026641846,-0.8079698085784912,0.30832329392433167,0.5539290308952332,0.5552183389663696
data\test\REAL\0000 (5).jpg,0000 (5).jpg,test,REAL,0,real,-0.19873400032520294,0.4504793882369995,-0.24785539507865906,0.4383513927459717,-1.912826418876648,0.12866364419460297,0.4444153904914856,0.4444071352481842
data\test\REAL\0000 (6).jpg,0000 (6).jpg,test,REAL,0,real,0.5590406060218811,0.6362305283546448,-0.14818479120731354,0.463021457195282,-0.396467924118042,0.40216127038002014,0.5496259927749634,0.5511770844459534
data\test\REAL\0000 (7).jpg,0000 (7).jpg,test,REAL,0,real,0.4670516848564148,0.6146856546401978,-0.1037975549697876,0.4740738570690155,-0.43193620443344116,0.39366406202316284,0.5443797558546066,0.5452823638916016
data\test\REAL\0000 (8).jpg,0000 (8).jpg,test,REAL,0,real,0.6349478960037231,0.6536105871200562,-0.09380365908145905,0.47656625509262085,0.8394199013710022,0.69834303855896,0.5650884211063385,0.5672333836555481
data\test\REAL\0000 (9).jpg,0000 (9).jpg,test,REAL,0,real,1.6601773500442505,0.8402618765830994,-0.10310113430023193,0.474247545003891,-2.9983878135681152,0.04749876260757446,0.6572547107934952,0.6853649616241455
data\test\REAL\0000.jpg,0000.jpg,test,REAL,0,real,1.4983080625534058,0.8173220157623291,-0.15167197585105896,0.4621545672416687,-1.5487960577011108,0.17526021599769592,0.6397382915019989,0.6622456908226013
data\test\FAKE\0 (10).jpg,0 (10).jpg,test,FAKE,1,synthetic,0.6811180114746094,0.6639882326126099,-0.06451001763343811,0.48387813568115234,2.4814627170562744,0.9228320717811584,0.5739331841468811,0.5764712691307068
data\test\FAKE\0 (2).jpg,0 (2).jpg,test,FAKE,1,synthetic,0.4558489918708801,0.612028956413269,-0.06859752535820007,0.482857346534729,2.236427068710327,0.9034733176231384,0.547443151473999,0.5482557415962219
data\test\FAKE\0 (3).jpg,0 (3).jpg,test,FAKE,1,synthetic,1.2102961540222168,0.7703512907028198,-0.09077346324920654,0.4773222506046295,1.466087818145752,0.8124620318412781,0.6238367706537247,0.6363973617553711
data\test\FAKE\0 (4).jpg,0 (4).jpg,test,FAKE,1,synthetic,0.6408939361572266,0.6549555063247681,-0.08857189118862152,0.47787150740623474,1.9006940126419067,0.8699700832366943,0.5664135068655014,0.5686047673225403
data\test\FAKE\0 (5).jpg,0 (5).jpg,test,FAKE,1,synthetic,0.6401287317276001,0.6547825932502747,-0.09519726037979126,0.4762186110019684,0.9067783355712891,0.7123404741287231,0.5655006021261215,0.5676981210708618
data\test\FAKE\0 (6).jpg,0 (6).jpg,test,FAKE,1,synthetic,0.7980101108551025,0.689548671245575,-0.09972867369651794,0.4750884473323822,-0.18971142172813416,0.45271387696266174,0.5823185592889786,0.5864092111587524
data\test\FAKE\0 (7).jpg,0 (7).jpg,test,FAKE,1,synthetic,0.5063208937644958,0.6239436268806458,-0.07925596833229065,0.48019635677337646,3.410290002822876,0.9680246114730835,0.5520699918270111,0.5531812310218811
data\test\FAKE\0 (8).jpg,0 (8).jpg,test,FAKE,1,synthetic,0.9368488192558289,0.7184627056121826,-0.0671418309211731,0.4832208752632141,1.788388967514038,0.8567296266555786,0.6008417904376984,0.607032060623169
data\test\FAKE\0 (9).jpg,0 (9).jpg,test,FAKE,1,synthetic,0.6083273887634277,0.6475591659545898,-0.052693963050842285,0.48682957887649536,2.4470136165618896,0.9203428030014038,0.5671943724155426,0.5690109133720398
data\test\FAKE\0.jpg,0.jpg,test,FAKE,1,synthetic,1.2097220420837402,0.7702497243881226,-0.05715617537498474,0.4857148230075836,2.504072666168213,0.9244268536567688,0.6279822736978531,0.6402117013931274
